id,short_name,year,title,authors,primary_category_code,source_url,scope_note,evidence_depth,reviewed_on,snapshot_membership
P163,Ego-exo collaboration survey,2025,Bridging Perspectives: A Survey on Cross-view Collaborative Intelligence with Egocentric-Exocentric Vision,Yuping He and Yifei Huang and Guo Chen and Lidong Lu and Baoqi Pei and Jilan Xu and Tong Lu and Yoichi Sato,S,https://arxiv.org/abs/2506.06253,Survey connecting first-person and third-person collaborative visual intelligence.,primary metadata verified; scope coded from title/abstract evidence,2026-09-20,baseline_163
P164,The Imitator Game,2026,The Imitator Game: Benchmarking Robot Imitative Ability Beyond Action Prediction,Xunzhe Zhou and Yiyang Cai and Fengyi Wang and Ran Ju and Hanxiang Ren and Ruizhe Liu and Yu Zhang and Qian Luo and Feng Chen and Pei Zhou and Yi Ma and Yanchao Yang,T,https://arxiv.org/abs/2608.22301,"Shared human-to-robot imitation levels, multiple application domains and garment tasks. Full-text limitations include one substitution pattern per task-level pair.",primary metadata and complete abstract checked; selected sections checked for Imitator Game and LIBERO-Recover,2026-09-21,supplement_2026_09_21
P165,LIBERO-Recover,2026,LIBERO-RECOVER: Beyond Task Success Towards Failure Recovery in Robotic Manipulation Models,Lin Liu and Zhicheng Bao and Lu Zhang and Ziying Song and Wu Yang and Yuzheng Zhuang and Shuai Tao and Wulong Liu and Caiyan Jia and Huchuan Lu,R,https://arxiv.org/abs/2609.05178,Failure-state recovery benchmark derived from LIBERO. Recovery scenarios are not independent new task families.,primary metadata and complete abstract checked; selected sections checked for Imitator Game and LIBERO-Recover,2026-09-21,supplement_2026_09_21
P166,SafeVLA-Bench,2026,SafeVLA-Bench: A Benchmark for the Success-Safety Gap in Vision-Language-Action Models,Jialiang Fan and Weizhe Xu and Oleg Sokolsky and Insup Lee and Fanxin Kong,R,https://arxiv.org/abs/2606.00773,Post-hoc task-aware trajectory constraint evaluation; reports goal success and unsafe-success metrics separately.,primary metadata and complete abstract checked; selected sections checked for Imitator Game and LIBERO-Recover,2026-09-21,supplement_2026_09_21
P167,DexGarmentLab,2025,DexGarmentLab: Dexterous Garment Manipulation Environment with Generalizable Policy,Yuran Wang and Ruihai Wu and Yue Chen and Jiarui Wang and Jiaqi Liang and Ziyu Zhu and Haoran Geng and Jitendra Malik and Pieter Abbeel and Hao Dong,D,https://arxiv.org/abs/2505.11032,"Dexterous bimanual garment environment, assets and generated demonstrations; garment task presence alone is not a new contribution.",primary metadata and complete abstract checked; selected sections checked for Imitator Game and LIBERO-Recover,2026-09-21,supplement_2026_09_21
P168,"HRIBench (perception, 2025)",2025,HRIBench: Benchmarking Vision-Language Models for Real-Time Human Perception in Human-Robot Interaction,Zhonghao Shi and Enyu Zhao and Nathaniel Dennler and Jingzhen Wang and Xinyang Xu and Kaleen Shrestha and Mengxue Fu and Daniel Seita and Maja Matarić,Q,https://arxiv.org/abs/2506.20566,Human-perception VQA and latency evaluation; distinct from the 2026 interaction-centric HRIBench and not equivalent to task execution.,primary metadata and complete abstract checked; selected sections checked for Imitator Game and LIBERO-Recover,2026-09-21,supplement_2026_09_21
P169,X2Real,2026,X2Real: an eXtensive simulation benchmark for real-world generalist policies,"Ruan, Lian and Yang, Jade and Gao, Sherphylan and Gao, Felix and Liang, Kyson and Liu, Galen and Wu, Ligo and Jin, Lane and Gu, Guu and Xie, Bevan and Yan, Cloud and Yuan, Zongzi and Luo, Kino and Chen, Emma and Chen, Shuwen and Ping, Yang and Guo, Miles and Sun, Rain and Zhang, Kayden and Du, Alex and Wu, Ruihai and Hao, Liang and Li, Zhaoshuo and Gan, Roy and Wang, Hao and Wang, Qian",M,https://arxiv.org/abs/2609.27449,44個長流程操作任務、10能力維度及sim-to-real評測；能力維度不是應用場域，手臂與訓練資訊約定須分層。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P170,MotionForge,2026,MotionForge: A Data Generation Pipeline and Large-Scale Benchmark for Long-Horizon Manipulation of Dynamic Objects with Domain Shifts,"Liu, Mohan and Mei, Dengchen and Xian, Haotian and Han, Ruyang and Sun, Jiayi and Chen, Xuanyu and Zhang, Haitian and Li, Luxi and Mao, Kaimin and Wang, Lin",M,https://arxiv.org/abs/2609.25689,40個動態互動任務，含17個長流程任務；環境隨推論時間持續演化，提示我們須量測延遲而非暫停世界等答案。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P171,Bench2Dex,2026,Bench2Dex: Benchmarking Visuo-Tactile Bimanual Dexterous Manipulation Across Dexterous Hands,"Yang, Zhenjie and Zhang, Yideng and Zhang, Dongjie and Jiang, Chenyu and Liu, Xianshuai and Li, Yufeng and Ge, Zuhao and Jiao, Xingyu and Zhang, Zheng and He, Kaiyu and Wang, He and Zhong, Yuwen and Deng, Yi and Jiang, Muyun and Huang, Xianliang and Su, Haisheng and Zhang, Donghang and Zhang, Jian and Yang, Xue and Li, Hongyang and Wu, Zuxuan and Jiang, Yu-Gang and Jia, Xiaosong and Yan, Junchi",M,https://arxiv.org/abs/2609.15726,26項雙手操作跨12種靈巧手，提供共用接觸影像介面；模擬觸覺不等同特定實體感測器。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P172,LabUtopia,2025,LabUtopia: High-Fidelity Simulation and Hierarchical Benchmark for Scientific Embodied Agents,"Li, Rui and Hu, Zixuan and Qu, Wenxi and Zhang, Jinouwen and Yin, Zhenfei and Zhang, Sha and Huang, Xuantuo and Wang, Hanqing and Wang, Tai and Pang, Jiangmiao and Ouyang, Wanli and Bai, Lei and Zuo, Wangmeng and Duan, Ling-Yu and Zhou, Dongzhan and Tang, Shixiang",M,https://arxiv.org/abs/2505.22634,30項科學實驗室任務，含五層複雜度與200多項場景／儀器資產；化學或多物理主張要再核對具體實作。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P173,LabDex,2026,LabDex: A Hierarchical Benchmark for Dexterous Manipulation in Laboratories,"Tang, Zhipeng and Chen, Sihang and Zhang, Sha and Yang, Peihao and Liu, Yan and Zhao, Wentao and Liu, Xinrui and Huang, Rui and Du, Wensheng and Huang, Yuting and Deng, Jiajun and Wang, Lidian and Zhang, Yuan and Zhang, Yanyong",M,https://arxiv.org/abs/2608.18618,把實驗室靈巧操作分為原子技能、組合技能、完整實驗；真實與模擬共用框架，摘要沒有可歸一的總題數。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P174,Labimus,2026,Labimus: A Simulation and Benchmark for Humanoid Dexterous Manipulation in Chemical Laboratory,"Wu, Yuhan and Jin, Zhao and Li, Tao and Zhang, Yuheng and Wang, Zhichao and Wang, Shuo and Jiang, Jun and Li, Xiaobo and Zhang, Yanyong and Tang, Jian and Che, Zhengping and Xia, Yan",M,https://arxiv.org/abs/2606.31037,人形靈巧實驗室操作，六項原子操作及七步秤重流程；顆粒、儀器讀值與量測誤差不能只用終態成功替代。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P175,Pipette,2026,"Pipette: An Embodied Simulation Platform, Benchmark, and Data-Efficient Augmentation Framework for Wet-Lab Robotics","Liu, Zhe and Jin, Huanbo and Du, Zhaohui and Wang, Zhe and Zhou, Dongzhan and Pan, Minting and Xu, He and Li, Peijia and Gu, Jiaming and Lu, Quan and Wang, Qi and Ji, Bin and Xiao, Ting",M,https://arxiv.org/abs/2606.12936,12項wet-lab任務、三種手臂及100多件可編輯資產；示範增強產物與新的任務種類分開計數。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P176,AutoBio,2025,AutoBio: A Simulation and Benchmark for Robotic Automation in Digital Biology Laboratory,"Lan, Zhiqian and Jiang, Yuxuan and Wang, Ruiqi and Xie, Xuanbing and Zhang, Rongkui and Zhu, Yicheng and Li, Peihang and Yang, Tianshuo and Chen, Tianxing and Gao, Haoyu and Yang, Xiaokang and Li, Xuelong and Zhang, Hongyuan and Mu, Yao and Luo, Ping",M,https://arxiv.org/abs/2505.14030,生物實驗室的精密、視覺和程序操作；原比較表已有16項全庫與9項受測子集，本次補入統一書目。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P177,H2RBench（human transfer）,2026,H2RBench: A Real-to-Sim Benchmark for Evaluating Human-to-Robot Transfer,"Xiao, Chuyang and Zhan, Haotian and Krishna, Sriram and Meng, Peilin and Irshad, Muhammad Zubair and Zakharov, Sergey and Held, David",T,https://arxiv.org/abs/2609.24778,四項Real2Sim人類到機器人轉移任務，控制人類示範量与robot監督；與世界模型文獻H2R-Bench為不同工作。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P178,RoboRecover,2026,RoboRecover: Benchmarking Robot Policy Recovery under Execution Deviations,"Li, Yang and Zhao, Chen and Wang, Zhuoran and Wang, Jiankang and Shao, Chao and Lin, Yihan and Shen, Haitao and Zhang, Jing",R,https://arxiv.org/abs/2609.28952,"RoboTwin與LIBERO各1,000個恢復情境，各用800／200切分；動作前綴重播重建偏離狀態，不是2,000種新工作。",primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P179,REBOOT,2026,REBOOT: From Failure to Recovery - A Dataset and Benchmark for Precision Assembly,"Ofori-Ampofo, Nana Yaw Owusu and Kahou, Samira Ebrahimi and Thekinen, Joseph",R,https://arxiv.org/abs/2609.22591,"18項精密装配及2,160份示範，把取件／運送／裝入分成五階段；成敗與專家恢復軌跡均保留，示範不當題型。",primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P180,SafeManip,2026,SafeManip: A Property-Driven Benchmark for Temporal Safety Evaluation in Robotic Manipulation,"Huang, Chengyue and Huynh, Khang Vo and Elbaum, Sebastian and Kira, Zsolt and Feng, Lu",R,https://arxiv.org/abs/2605.12386,在50項RoboCasa365任務上用八類LTLf性質檢查完整過程；這是可重用評測層，不新增50個獨立任務。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P181,RoboFolDeX,2026,RoboFolDeX: A Physical-World Benchmark for Long-Horizon Robotic Manipulation of Deformable Objects,"Liu, Chenhuan and Xu, Yi and Wu, Feng and Wang, Hanyang and Kuai, Wenxiao and Ding, Weihao and Wang, Shan and Liu, Yang and Gao, Shuyong and Zhang, Wenqiang",D,https://arxiv.org/abs/2609.10243,"以真實衣物摺疊為主，報告2,000多小時、20多項任務與10多種機體；資料全庫與外部提交的實際評測集合分開。",primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P182,SoftVTBench,2026,SoftVTBench: A Deformation-Aware Visuo-Tactile Dataset and Benchmark for Deformable-Object Manipulation,"Jing, Bowen and Wang, Mingxin and Hao, Ruiyang and Ge, Chenchen and Shen, Hanwen and He, Junjie and Cui, Yang and Hou, Yiming and Zhou, Weitao and Wang, Jiawei and Li, Minglei and Zhang, Dandan and Zhao, Ding and Liu, Houde and Li, Xiaofan and Liu, Si and Luo, Ping and Yu, Haibao",D,https://arxiv.org/abs/2608.18701,"4,000專家示範、50多件柔性與剛性對照資產，分開公開觸覺和evaluator-only FEM狀態；以形變限制後的成功評測。",primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P183,WireCraft,2026,WireCraft: A Simulation Benchmark for Industrial DLO Manipulation,"Zhu, Chongyu and ElMallah, Ramy and Kim, Hyegang and Tang, Zachary and Rao, Jiachen and Arutyunov, Artem and Ha, Seungyeon and Lee, Chi-Guhn",D,https://arxiv.org/abs/2606.18097,工業線材的接頭插入、卡扣佈線與槽內安置三家族；關節鏈與連續柔性模型分開，原文說明程式待接受後釋出。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P184,DLO-Lab,2026,DLO-Lab: Benchmarking Deformable Linear Object Manipulations with Differentiable Physics,"Cao, Junyi and Wang, Yian and Xiong, Ziyan and Lin, Chunru and Chen, Zhehuan and Gan, Chuang",D,https://arxiv.org/abs/2606.04206,可微線材模擬涵蓋伸長、彈性、彎曲塑性與拓撲困難；可借鑑抓點／材料設計，摘要不足以確定總任務數。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P185,RGBench,2025,Real Garment Benchmark (RGBench): A Comprehensive Benchmark for Robotic Garment Manipulation featuring a High-Fidelity Scalable Simulator,"Hu, Wenkang and Tang, Xincheng and E, Yanzhi and Li, Yitong and Shu, Zhengjie and Li, Wei and Wang, Huamin and Yang, Ruigang",D,https://arxiv.org/abs/2511.06434,"6,000多衣物mesh與真實衣物動態的模擬品質評測；資產規模與完成操作的任務數是不同軸。",primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P186,BiFold,2025,BiFold: Bimanual Cloth Folding with Language Guidance,"Barbany, Oriol and Colomé, Adrià and Torras, Carme",D,https://arxiv.org/abs/2501.16458,用文字條件產生雙手摺衣動作，另提供語言與動作配對資料；指令、衣物與環境泛化要各自切分。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P187,SSFold,2024,SSFold: Learning to Fold Arbitrary Crumpled Cloth Using Graph Dynamics from Human Demonstration,"Zhou, Changshi and Xu, Haichuan and Hu, Jiarui and Luan, Feng and Wang, Zhipeng and Dong, Yanchao and Zhou, Yanmin and He, Bin",D,https://arxiv.org/abs/2411.02608,從皺褶布料到四種目標摺形，結合可見圖結構與人類示範；將整理和摺疊一起驗證，而非只從平布開始。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P188,DRAPER,2024,DRAPER: Towards a Robust Robot Deployment and Reliable Evaluation for Quasi-Static Pick-and-Place Cloth-Shaping Neural Controllers,"Kadi, Halid Abdulrahim and Chandy, Jose Alex and Figueredo, Luis and Terzić, Kasim and Caleb-Solly, Praminda",D,https://arxiv.org/abs/2409.15159,比較布料控制器時處理誤抓與多層抓取，控制實體設定及感知差異；提供判分與跨平台可比性的直接設計依據。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P189,GPT-Fabric,2024,GPT-Fabric: Smoothing and Folding Fabric by Leveraging Pre-Trained Foundation Models,"Raval, Vedant and Zhao, Enyu and Zhang, Hejia and Nikolaidis, Stefanos and Seita, Daniel",D,https://arxiv.org/abs/2406.09640,以既有模型決定抓取與拉動來整平／摺布，另做少量實體rollout；rollout數不可當新任務種類。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P190,UniGarmentManip,2024,UniGarmentManip: A Unified Framework for Category-Level Garment Manipulation via Dense Visual Correspondence,"Wu, Ruihai and Lu, Haoran and Wang, Yiyan and Wang, Yubo and Dong, Hao",D,https://arxiv.org/abs/2405.06903,用類別內密集對應支援展開、摺疊、懸掛，涵蓋三類衣物和三代表任務；對應與控制成功需分項評估。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P191,ClothesNet,2023,ClothesNet: An Information-Rich 3D Garment Model Repository with Simulated Clothes Environment,"Zhou, Bingyang and Zhou, Haoyu and Liang, Tianhai and Yu, Qiaojun and Zhao, Siheng and Zeng, Yuwei and Lv, Jun and Luo, Siyuan and Wang, Qiancai and Yu, Xinyuan and Chen, Haonan and Lu, Cewu and Shao, Lin",D,https://arxiv.org/abs/2308.09987,"約4,400衣物模型、11類與邊界／關鍵點標註，另提供整理、摺疊、懸掛和穿戴環境；mesh數不能等同操作題數。",primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P192,Phys-Liquid,2025,Phys-Liquid: A Physics-Informed Dataset for Estimating 3D Geometry and Volume of Transparent Deformable Liquids,"Ma, Ke and Fang, Yizhou and Weibel, Jean-Baptiste and Tan, Shuai and Wang, Xinggang and Xiao, Yang and Fang, Yi and Xia, Tian",D,https://arxiv.org/abs/2511.11077,"97,200模擬影像和3D液體mesh用於形狀／體積估計；主要評測是感知，不能據此宣稱完整倒液控制。",primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P193,GRIP,2025,GRIP: A General Robotic Incremental Potential Contact Simulation Dataset for Unified Deformable-Rigid Coupled Grasping,"Ma, Siyu and Du, Wenxin and Yu, Chang and Jiang, Ying and Zong, Zeshun and Xie, Tianyi and Chen, Yunuo and Yang, Yin and Han, Xuchen and Jiang, Chenfanfu",D,https://arxiv.org/abs/2503.05020,"1,200物件與100,000抓取姿態的軟硬耦合IPC資料；抓姿、物件與完整工作任務分別計數。",primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P194,Cloth gripper interface,2026,A Simple Gripper Interface for Simulator-Agnostic Cloth Manipulation,"Nayak, Abhilash and Coltraro, Franco and Alberich-Carramiñana, Maria and Torras, Carme",D,https://arxiv.org/abs/2609.29340,以位置約束近似布料抓取，可跨模擬器實作；省略夾爪摩擦接觸，適合作為有明確保真邊界的接口對照。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P195,World models for unfolding,2026,Learning to unfold cloth: Scaling up world models to deformable object manipulation,"Rome, Jack and James, Stephen and Ramamoorthy, Subramanian",D,https://arxiv.org/abs/2602.16675,修改DreamerV2並使用表面法線做空中展布，含模擬與實體轉移；世界模型價值應透過真實操作結果檢驗。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P196,Deform360,2026,Deform360: A Massive Multi-view Visuotactile Dataset for Deformable World Models,"Li, Hongyu and Fu, Wanjia and Cong, Xiaoyan and Li, Zekun and Huang, Binghao and Jiang, Hanxiao and He, Xintong and Liang, Yiqing and Fu, Rao and Lu, Tao and Sridhar, Srinath and Smith, Kevin A. and Konidaris, George and Li, Yunzhu",D,https://arxiv.org/abs/2607.05390,"198物件、1,980互動序列、41相機及雙手觸覺觀測，用於2D／3D動態模型比較；資料時數不直接當控制題數。",primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P197,EgoSim / MultiEgoView,2025,EgoSim: An Egocentric Multi-view Simulator and Real Dataset for Body-worn Cameras during Motion and Activity,"Hollidt, Dominik and Streli, Paul and Jiang, Jiaxi and Haghighi, Yasaman and Qian, Changlin and Liu, Xintong and Holz, Christian",V,https://arxiv.org/abs/2502.18373,六個身體佩戴位置的相機，119小時合成與5小時真實資料；人體／相機合成影片不能標成真人原始錄製。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P198,TACO,2024,TACO: Benchmarking Generalizable Bimanual Tool-ACtion-Object Understanding,"Liu, Yun and Yang, Haolin and Si, Xu and Liu, Ling and Li, Zipeng and Zhang, Yuxiang and Liu, Yebin and Yi, Li",V,https://arxiv.org/abs/2401.08399,"約2,500雙手工具—動作—物件序列，含ego/exo與3D標註；識別、動作預測及合作抓取生成不等於機器人完成率。",primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P199,OpenEgo,2025,OpenEgo: A Large-Scale Multimodal Egocentric Dataset for Dexterous Manipulation,"Jawaid, Ahad and Xiang, Yu",V,https://arxiv.org/abs/2509.05513,"整合六個既有來源，報告1,107小時與290種人類操作活動；其來源相依、姿態及語言標準化需保留，不能重複累加原集。",primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P200,SABER,2026,SABER: A Scalable Action-Based Embodied Dataset for Real-World VLA Adaptation,"Menga, Narsimha and Sakurikar, Parikshit and Rouhi, Amirreza and Reddy, Satya Sai and Govil, Anirudh and Chittajallu, Sri Harsha and Aggarwal, Rajat and Namboodiri, Anoop and Reddi, Sashi",V,https://arxiv.org/abs/2605.09613,商店頭戴與外部360影片形成三種動作表示，共44.8K訓練樣本；同一錄製的不同表示不是獨立人類經驗。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P201,EgoSAT,2026,EgoSAT: A Comprehensive Benchmark of Egocentric Streaming Interaction Understanding,"Lei, Yijia and Li, Jinzhao and Zhang, Yichi and Hua, Jiacheng and Li, Yin and Liu, Miao",Q,https://arxiv.org/abs/2606.24422,"以串流方式整合過去、現在與未來QA，約4,800題／1,997影片；只允許已觀測前綴並區分可回答性。",primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P202,EgoMonth,2026,EgoMonth: A Month-Level Egocentric Video Benchmark for Long-Term Spatiotemporal Memory,"Chen, Weitao and Jiaxin, Hu and Tianyidan, Xie and Li, Yang and Qian, Yuyi and Xu, Banghao and Tang, Ziheng and Wang, Shenyi and Yu, Mingyue and Li, Duo and Shi, Jiacheng and Wang, Gao and Xu, Zhan and Qiu, Zhicheng and Li, Xuanfu and Yang, Jian and Wang, Lanjun and Yi, Zili",Q,https://arxiv.org/abs/2608.13113,"20位參與者跨20–120天，300多小時與1,443題；14種認知題型不是14種可執行物理工作。",primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P203,EGOSTREAM,2026,EGOSTREAM: A Diagnostic Benchmark for Streaming Episodic Memory in Egocentric Vision,"Forte, Rosario and Lando, Giuseppe and Furnari, Antonino",Q,https://arxiv.org/abs/2605.31557,"2,250問題展成8,528個不同召回時間評測；答案有效時間窗把模型遺忘與世界本身變化分開。",primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P204,S-EMBER,2026,S-EMBER: A Large-Scale Benchmark for Streaming Egocentric Memory Retrieval,"Wang, Xiaodong and Zhao, Xuanyi and Rodriguez, Pedro and Sachan, Devendra Singh and Oguz, Barlas and Moon, Seungwhan and Li, Shang-Wen and Ghosh, Gargi and Dong, Xin and Yih, Wen-Tau",Q,https://arxiv.org/abs/2607.02689,"388小時、3,141個智慧眼鏡影片與9,448個具時間證據QA；因果串流檢索與離線任意看未來不同。",primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P205,CapMem,2026,CapMem: A Benchmark for Caption-Based Episodic Memory in Egocentric Video,"Liang, Dingli and Xie, Yiqiao and Huang, Yukai and Wang, Zhaokai and Cai, Weitong and Feng, Guangwen and Song, Jifei and Zhang, Zhensong and Zhang, Hang",Q,https://arxiv.org/abs/2609.17688,"75影片、33.7小時與1,000題，檢查文字caption記憶；比較時須對齊影格預算和實際影片涵蓋量。",primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P206,EmbodiedMemory-Bench,2026,EmbodiedMemory-Bench: Benchmarking Embodied Memory for Long-Horizon Embodied Tasks,"Liang, Lizhou and Zhong, Xinyu and Pan, Miao and Zhou, Xiaohe and Liu, Xuanyu and Li, Qinfeng and Li, Peng and Chen, Jintao and Zhang, Xuhong and Zhang, Wenqi",Q,https://arxiv.org/abs/2609.28236,"2,554互動episodes、四記憶家族，先互動建立記憶再用行動完成後續任務；摘要不足以推定連續機器人控制保真度。",primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P207,EgoCoT-Bench,2026,EgoCoT-Bench: Benchmarking Grounded and Verifiable Operation-Centric Chain of Thought Reasoning for MLLMs,"Dai, Yang and Jiao, Dian and Lin, Tianwei and Zhang, Wenqiao",Q,https://arxiv.org/abs/2605.19559,"351影片及3,172個可核對QA，檢查答案與時空證據一致性；對應我們的可公開理由／證據，不要求模型私有思考。",primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P208,DYAD,2026,DYAD: A Multimodal Dataset of Co-Located Human Assistance,"Ajikumar, Akhil and Qorbani, Mahya and Reza, Sakib and Andrist, Sean and Moghaddam, Mohsen",C,https://arxiv.org/abs/2609.09023,20個齒輪箱裝配合作session，連結請求、介入、動作階段與結果；人類協助資料不等於已控制機器人完成合作。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P209,HUI360,2026,HUI360: A 360{\deg} Egocentric Dataset and Baselines for Human-Robot Interaction Anticipation,"Lorenzo-Louis, Raphael and Amadio, Fabio and Luvison, Bertrand and Ivaldi, Serena",C,https://arxiv.org/abs/2608.11051,移動機器人視角的360互動預測與百萬級標註；這是robot-egocentric，不能歸成人類頭戴資料。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P210,RoCo Challenge,2026,RoCo Challenge at AAAI 2026: Benchmarking Robotic Collaborative Manipulation for Assembly Towards Industrial Automation,"Liu, Haichao and Zhou, Yuheng and Wu, Zhenyu and Ji, Ziheng and Shan, Ziyu and Wang, Qianzhun and Liu, Ruixuan and Yang, Zhiyuan and Gu, Yejun and Khan, Shalman and Yan, Shijun and Liu, Jun and Zhu, Haiyue and Liu, Changliu and Yang, Jianfei and Zhang, Jingbing and Wang, Ziwei",C,https://arxiv.org/abs/2603.15469,行星齒輪箱裝配的模擬／實體雙臂挑戰與分階段評分；組件數和參賽隊數不當作任務種類。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P211,AssemblyGrid,2026,"AssemblyGrid v1: A Benchmark for Multi-Robot Production with Temporary Coalitions, Local Information, and Geometric Constraints","Bahrpeyma, Fouad and Heik, David and Reichelt, Dirk",C,https://arxiv.org/abs/2609.16075,生產流程、短期多robot合作、局部資訊和幾何可行性，三工作負載家族各三情境層；屬任務級抽象，不預設連續接觸物理。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P212,ARB4WM,2026,ARB4WM: An Adversarial Robustness Benchmark for World Models in Continuous Control,"Zhang, Junjian and Tan, Hao and Li, Ruonan and Zhu, Dong and Li, Aiping and Gu, Zhaoquan",W,https://arxiv.org/abs/2606.16605,四個Dreamer類agent、20個既有控制任務，比較不同世界模型內部與時間位置的視覺擾動；不是新建20個任務。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P213,Vision to Harvest,2026,From Vision to Harvest: Benchmarking Vision-Language Models for Multi-Arm Robotic Fruit Harvesting,"Inukollu, Vrishan and Zaman, Adyan and Kudaraya, Anvi and Lazcano, Carlos and Zhu, Yuankai and Vougioukas, Stavros and Yu, Xiaofan",N,https://arxiv.org/abs/2609.13606,真實果園影像上的多臂採收次序／waypoint與碰撞驗證；規劃可行不等同實際採果的物理完成。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P214,COIN（interactive）,2026,Chain Of Interaction Benchmark (COIN): When Reasoning meets Embodied Interaction,"Wang, Xianhao and Ma, Xiaojian and Hu, Haozhe and Su, Rongpeng and Cheng, Yutian and Ziheng, Zhou and Liu, Hangxin and Liu, Lei and Li, Bin and Li, Qing",N,https://arxiv.org/abs/2604.16886,50個因果互動任務，另列primitive和composition集合；與教學影片COIN資料集是同名不同作。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
P215,World-model evaluation survey,2026,Do World Models Make Better Robots? A Survey of Evaluation Benchmarks for Predictive Embodied Intelligence,"Jena, Gaytri and Wanaskar, Kapil and Jain, Vinija and Chadha, Aman and Sharma, Vasu and Das, Amitava",S,https://arxiv.org/abs/2609.29669,整理策略、embodied agent、世界模型及prediction-to-action的評測關係；其160項自報盤點作引用追查入口，不直接合併本庫。,primary metadata verified and complete abstract reviewed; no complete full-text audit,2026-09-25,supplement_2026_09_25
